op_id_v2,cut,1st_exon,op_type_v2,exon_id,region_id,transcript_id,gene_id,exon_number,gene_type
EANN00456794|R0034|DP|T148078|14,dpar,0,DP,EANN00456794,R0034,T148078,G034405,14,protein_coding
EANN00456805|R0034|DC|T148078|15,dcom,0,DC,EANN00456805,R0034,T148078,G034405,15,protein_coding
EANN00456806|R0034|DC|T148078|16,dcom,0,DC,EANN00456806,R0034,T148078,G034405,16,protein_coding
EANN00456808|R0034|DP|T148078|17,dpar,0,DP,EANN00456808,R0034,T148078,G034405,17,protein_coding
EANN00456794|R0034|DP|T148080|14,dpar,0,DP,EANN00456794,R0034,T148080,G034405,14,protein_coding
EANN00456807|R0034|DP|T148080|15,dpar,0,DP,EANN00456807,R0034,T148080,G034405,15,protein_coding
EANN00456794|R0034|DP|T148081|14,dpar,0,DP,EANN00456794,R0034,T148081,G034405,14,protein_coding
EANN00456805|R0034|DC|T148081|15,dcom,0,DC,EANN00456805,R0034,T148081,G034405,15,protein_coding
EANN00456806|R0034|DC|T148081|16,dcom,0,DC,EANN00456806,R0034,T148081,G034405,16,protein_coding
EANN00456808|R0034|DP|T148081|17,dpar,0,DP,EANN00456808,R0034,T148081,G034405,17,protein_coding
EANN00456794|R0034|DP|T148082|14,dpar,0,DP,EANN00456794,R0034,T148082,G034405,14,protein_coding
EANN00456808|R0034|DP|T148082|15,dpar,0,DP,EANN00456808,R0034,T148082,G034405,15,protein_coding
EANN00456794|R0034|DP|T148083|14,dpar,0,DP,EANN00456794,R0034,T148083,G034405,14,protein_coding
EANN00456805|R0034|DC|T148083|15,dcom,0,DC,EANN00456805,R0034,T148083,G034405,15,protein_coding
EANN00456806|R0034|DC|T148083|16,dcom,0,DC,EANN00456806,R0034,T148083,G034405,16,protein_coding
EANN00456807|R0034|DP|T148083|17,dpar,0,DP,EANN00456807,R0034,T148083,G034405,17,protein_coding
EANN00456794|R0034|DP|T148084|14,dpar,0,DP,EANN00456794,R0034,T148084,G034405,14,protein_coding
EANN00456805|R0034|DC|T148084|15,dcom,0,DC,EANN00456805,R0034,T148084,G034405,15,protein_coding
EANN00456806|R0034|DC|T148084|16,dcom,0,DC,EANN00456806,R0034,T148084,G034405,16,protein_coding
EANN00456807|R0034|DP|T148084|17,dpar,0,DP,EANN00456807,R0034,T148084,G034405,17,protein_coding
EANN00456794|R0034|DP|T148085|14,dpar,0,DP,EANN00456794,R0034,T148085,G034405,14,protein_coding
EANN00456805|R0034|DC|T148085|15,dcom,0,DC,EANN00456805,R0034,T148085,G034405,15,protein_coding
EANN00456806|R0034|DC|T148085|16,dcom,0,DC,EANN00456806,R0034,T148085,G034405,16,protein_coding
EANN00456807|R0034|DP|T148085|17,dpar,0,DP,EANN00456807,R0034,T148085,G034405,17,protein_coding
EANN00456794|R0034|DP|T148086|14,dpar,0,DP,EANN00456794,R0034,T148086,G034405,14,protein_coding
EANN00456805|R0034|DC|T148086|15,dcom,0,DC,EANN00456805,R0034,T148086,G034405,15,protein_coding
EANN00456806|R0034|DC|T148086|16,dcom,0,DC,EANN00456806,R0034,T148086,G034405,16,protein_coding
EANN00456808|R0034|DP|T148086|17,dpar,0,DP,EANN00456808,R0034,T148086,G034405,17,protein_coding
EANN00456794|R0034|DP|T148087|14,dpar,0,DP,EANN00456794,R0034,T148087,G034405,14,protein_coding
EANN00456808|R0034|DP|T148087|15,dpar,0,DP,EANN00456808,R0034,T148087,G034405,15,protein_coding
EANN00456794|R0034|DP|T148088|14,dpar,0,DP,EANN00456794,R0034,T148088,G034405,14,protein_coding
EANN00456805|R0034|DC|T148088|15,dcom,0,DC,EANN00456805,R0034,T148088,G034405,15,protein_coding
EANN00456806|R0034|DC|T148088|16,dcom,0,DC,EANN00456806,R0034,T148088,G034405,16,protein_coding
EANN00456808|R0034|DP|T148088|17,dpar,0,DP,EANN00456808,R0034,T148088,G034405,17,protein_coding
EANN00456794|R0034|DP|T148090|14,dpar,0,DP,EANN00456794,R0034,T148090,G034405,14,protein_coding
EANN00456805|R0034|DC|T148090|15,dcom,0,DC,EANN00456805,R0034,T148090,G034405,15,protein_coding
EANN00456806|R0034|DC|T148090|16,dcom,0,DC,EANN00456806,R0034,T148090,G034405,16,protein_coding
EANN00456807|R0034|DP|T148090|17,dpar,0,DP,EANN00456807,R0034,T148090,G034405,17,protein_coding
EANN00456794|R0034|DP|T148091|14,dpar,0,DP,EANN00456794,R0034,T148091,G034405,14,protein_coding
EANN00456805|R0034|DC|T148091|15,dcom,0,DC,EANN00456805,R0034,T148091,G034405,15,protein_coding
EANN00456806|R0034|DC|T148091|16,dcom,0,DC,EANN00456806,R0034,T148091,G034405,16,protein_coding
EANN00456808|R0034|DP|T148091|17,dpar,0,DP,EANN00456808,R0034,T148091,G034405,17,protein_coding
EANN00456794|R0034|DP|T148092|14,dpar,0,DP,EANN00456794,R0034,T148092,G034405,14,protein_coding
EANN00456805|R0034|DC|T148092|15,dcom,0,DC,EANN00456805,R0034,T148092,G034405,15,protein_coding
EANN00456806|R0034|DC|T148092|16,dcom,0,DC,EANN00456806,R0034,T148092,G034405,16,protein_coding
EANN00456807|R0034|DP|T148092|17,dpar,0,DP,EANN00456807,R0034,T148092,G034405,17,protein_coding
EANN00456794|R0034|DP|T148093|14,dpar,0,DP,EANN00456794,R0034,T148093,G034405,14,protein_coding
EANN00456808|R0034|DP|T148093|15,dpar,0,DP,EANN00456808,R0034,T148093,G034405,15,protein_coding
EANN00456794|R0034|DP|T148095|14,dpar,0,DP,EANN00456794,R0034,T148095,G034405,14,protein_coding
EANN00456805|R0034|DC|T148095|15,dcom,0,DC,EANN00456805,R0034,T148095,G034405,15,protein_coding
EANN00456806|R0034|DC|T148095|16,dcom,0,DC,EANN00456806,R0034,T148095,G034405,16,protein_coding
EANN00456808|R0034|DP|T148095|17,dpar,0,DP,EANN00456808,R0034,T148095,G034405,17,protein_coding
EANN00456794|R0034|DP|T148096|14,dpar,0,DP,EANN00456794,R0034,T148096,G034405,14,protein_coding
EANN00456805|R0034|DC|T148096|15,dcom,0,DC,EANN00456805,R0034,T148096,G034405,15,protein_coding
EANN00456806|R0034|DC|T148096|16,dcom,0,DC,EANN00456806,R0034,T148096,G034405,16,protein_coding
EANN00456808|R0034|DP|T148096|17,dpar,0,DP,EANN00456808,R0034,T148096,G034405,17,protein_coding
EANN00456794|R0034|DP|T148097|14,dpar,0,DP,EANN00456794,R0034,T148097,G034405,14,protein_coding
EANN00456805|R0034|DC|T148097|15,dcom,0,DC,EANN00456805,R0034,T148097,G034405,15,protein_coding
EANN00456806|R0034|DC|T148097|16,dcom,0,DC,EANN00456806,R0034,T148097,G034405,16,protein_coding
EANN00456807|R0034|DP|T148097|17,dpar,0,DP,EANN00456807,R0034,T148097,G034405,17,protein_coding
EANN00456795|R0034|DP|ENST00000634433.1|8,dpar,0,DP,EANN00456795,R0034,ENST00000634433.1,ENSG00000012048.23,8,protein_coding
EANN00456808|R0034|DP|ENST00000634433.1|7,dpar,0,DP,EANN00456808,R0034,ENST00000634433.1,ENSG00000012048.23,7,protein_coding
EANN00456796|R0034|DP|ENST00000412061.3|2,dpar,0,DP,EANN00456796,R0034,ENST00000412061.3,ENSG00000012048.23,2,protein_coding
EANN00456804|R0034|DF|ENST00000412061.3|1,dcom,1,DF,EANN00456804,R0034,ENST00000412061.3,ENSG00000012048.23,1,protein_coding
EANN00456797|R0034|DP|ENST00000470026.5|10,dpar,0,DP,EANN00456797,R0034,ENST00000470026.5,ENSG00000012048.23,10,protein_coding
EANN00456805|R0034|DC|ENST00000470026.5|9,dcom,0,DC,EANN00456805,R0034,ENST00000470026.5,ENSG00000012048.23,9,protein_coding
EANN00456806|R0034|DC|ENST00000470026.5|8,dcom,0,DC,EANN00456806,R0034,ENST00000470026.5,ENSG00000012048.23,8,protein_coding
EANN00456808|R0034|DP|ENST00000470026.5|7,dpar,0,DP,EANN00456808,R0034,ENST00000470026.5,ENSG00000012048.23,7,protein_coding
EANN00456798|R0034|DP|ENST00000652672.1|11,dpar,0,DP,EANN00456798,R0034,ENST00000652672.1,ENSG00000012048.23,11,protein_coding
EANN00456805|R0034|DC|ENST00000652672.1|10,dcom,0,DC,EANN00456805,R0034,ENST00000652672.1,ENSG00000012048.23,10,protein_coding
EANN00456806|R0034|DC|ENST00000652672.1|9,dcom,0,DC,EANN00456806,R0034,ENST00000652672.1,ENSG00000012048.23,9,protein_coding
EANN00456808|R0034|DP|ENST00000652672.1|8,dpar,0,DP,EANN00456808,R0034,ENST00000652672.1,ENSG00000012048.23,8,protein_coding
EANN00456799|R0034|DP|ENST00000477152.5|9,dpar,0,DP,EANN00456799,R0034,ENST00000477152.5,ENSG00000012048.23,9,protein_coding
EANN00456805|R0034|DC|ENST00000477152.5|8,dcom,0,DC,EANN00456805,R0034,ENST00000477152.5,ENSG00000012048.23,8,protein_coding
EANN00456806|R0034|DC|ENST00000477152.5|7,dcom,0,DC,EANN00456806,R0034,ENST00000477152.5,ENSG00000012048.23,7,protein_coding
EANN00456808|R0034|DP|ENST00000477152.5|6,dpar,0,DP,EANN00456808,R0034,ENST00000477152.5,ENSG00000012048.23,6,protein_coding
EANN00456800|R0034|DP|ENST00000492859.5|11,dpar,0,DP,EANN00456800,R0034,ENST00000492859.5,ENSG00000012048.23,11,protein_coding
EANN00456805|R0034|DC|ENST00000492859.5|10,dcom,0,DC,EANN00456805,R0034,ENST00000492859.5,ENSG00000012048.23,10,protein_coding
EANN00456806|R0034|DC|ENST00000492859.5|9,dcom,0,DC,EANN00456806,R0034,ENST00000492859.5,ENSG00000012048.23,9,protein_coding
EANN00456808|R0034|DP|ENST00000492859.5|8,dpar,0,DP,EANN00456808,R0034,ENST00000492859.5,ENSG00000012048.23,8,protein_coding
EANN00456800|R0034|DP|ENST00000494123.5|10,dpar,0,DP,EANN00456800,R0034,ENST00000494123.5,ENSG00000012048.23,10,protein_coding
EANN00456805|R0034|DC|ENST00000494123.5|9,dcom,0,DC,EANN00456805,R0034,ENST00000494123.5,ENSG00000012048.23,9,protein_coding
EANN00456806|R0034|DC|ENST00000494123.5|8,dcom,0,DC,EANN00456806,R0034,ENST00000494123.5,ENSG00000012048.23,8,protein_coding
EANN00456808|R0034|DP|ENST00000494123.5|7,dpar,0,DP,EANN00456808,R0034,ENST00000494123.5,ENSG00000012048.23,7,protein_coding
EANN00456800|R0034|DP|ENST00000497488.1|2,dpar,0,DP,EANN00456800,R0034,ENST00000497488.1,ENSG00000012048.23,2,protein_coding
EANN00456801|R0034|DP|ENST00000473961.5|4,dpar,0,DP,EANN00456801,R0034,ENST00000473961.5,ENSG00000012048.23,4,protein_coding
EANN00456807|R0034|DP|ENST00000473961.5|3,dpar,0,DP,EANN00456807,R0034,ENST00000473961.5,ENSG00000012048.23,3,protein_coding
EANN00456802|R0034|DC|ENST00000642945.1|11,dcom,0,DC,EANN00456802,R0034,ENST00000642945.1,ENSG00000012048.23,11,protein_coding
EANN00456805|R0034|DC|ENST00000642945.1|10,dcom,0,DC,EANN00456805,R0034,ENST00000642945.1,ENSG00000012048.23,10,protein_coding
EANN00456806|R0034|DC|ENST00000642945.1|9,dcom,0,DC,EANN00456806,R0034,ENST00000642945.1,ENSG00000012048.23,9,protein_coding
EANN00456808|R0034|DP|ENST00000642945.1|8,dpar,0,DP,EANN00456808,R0034,ENST00000642945.1,ENSG00000012048.23,8,protein_coding
EANN00456803|R0034|DC|ENST00000468300.5|10,dcom,0,DC,EANN00456803,R0034,ENST00000468300.5,ENSG00000012048.23,10,protein_coding
EANN00456805|R0034|DC|ENST00000468300.5|9,dcom,0,DC,EANN00456805,R0034,ENST00000468300.5,ENSG00000012048.23,9,protein_coding
EANN00456806|R0034|DC|ENST00000468300.5|8,dcom,0,DC,EANN00456806,R0034,ENST00000468300.5,ENSG00000012048.23,8,protein_coding
EANN00456808|R0034|DP|ENST00000468300.5|7,dpar,0,DP,EANN00456808,R0034,ENST00000468300.5,ENSG00000012048.23,7,protein_coding
EANN00456803|R0034|DC|ENST00000478531.5|10,dcom,0,DC,EANN00456803,R0034,ENST00000478531.5,ENSG00000012048.23,10,protein_coding
EANN00456805|R0034|DC|ENST00000478531.5|9,dcom,0,DC,EANN00456805,R0034,ENST00000478531.5,ENSG00000012048.23,9,protein_coding
EANN00456806|R0034|DC|ENST00000478531.5|8,dcom,0,DC,EANN00456806,R0034,ENST00000478531.5,ENSG00000012048.23,8,protein_coding
EANN00456807|R0034|DP|ENST00000478531.5|7,dpar,0,DP,EANN00456807,R0034,ENST00000478531.5,ENSG00000012048.23,7,protein_coding
EANN00456803|R0034|DC|ENST00000484087.5|4,dcom,0,DC,EANN00456803,R0034,ENST00000484087.5,ENSG00000012048.23,4,protein_coding
EANN00456807|R0034|DP|ENST00000484087.5|3,dpar,0,DP,EANN00456807,R0034,ENST00000484087.5,ENSG00000012048.23,3,protein_coding
EANN00456803|R0034|DC|ENST00000487825.5|4,dcom,0,DC,EANN00456803,R0034,ENST00000487825.5,ENSG00000012048.23,4,protein_coding
EANN00456808|R0034|DP|ENST00000487825.5|3,dpar,0,DP,EANN00456808,R0034,ENST00000487825.5,ENSG00000012048.23,3,protein_coding
EANN00456803|R0034|DC|ENST00000491747.6|10,dcom,0,DC,EANN00456803,R0034,ENST00000491747.6,ENSG00000012048.23,10,protein_coding
EANN00456805|R0034|DC|ENST00000491747.6|9,dcom,0,DC,EANN00456805,R0034,ENST00000491747.6,ENSG00000012048.23,9,protein_coding
EANN00456806|R0034|DC|ENST00000491747.6|8,dcom,0,DC,EANN00456806,R0034,ENST00000491747.6,ENSG00000012048.23,8,protein_coding
EANN00456808|R0034|DP|ENST00000491747.6|7,dpar,0,DP,EANN00456808,R0034,ENST00000491747.6,ENSG00000012048.23,7,protein_coding
EANN00456803|R0034|DC|ENST00000493919.5|9,dcom,0,DC,EANN00456803,R0034,ENST00000493919.5,ENSG00000012048.23,9,protein_coding
EANN00456805|R0034|DC|ENST00000493919.5|8,dcom,0,DC,EANN00456805,R0034,ENST00000493919.5,ENSG00000012048.23,8,protein_coding
EANN00456806|R0034|DC|ENST00000493919.5|7,dcom,0,DC,EANN00456806,R0034,ENST00000493919.5,ENSG00000012048.23,7,protein_coding
EANN00456808|R0034|DP|ENST00000493919.5|6,dpar,0,DP,EANN00456808,R0034,ENST00000493919.5,ENSG00000012048.23,6,protein_coding
EANN00456803|R0034|DC|T148062|14,dcom,0,DC,EANN00456803,R0034,T148062,G034405,14,protein_coding
EANN00456805|R0034|DC|T148062|15,dcom,0,DC,EANN00456805,R0034,T148062,G034405,15,protein_coding
EANN00456806|R0034|DC|T148062|16,dcom,0,DC,EANN00456806,R0034,T148062,G034405,16,protein_coding
EANN00456807|R0034|DP|T148062|17,dpar,0,DP,EANN00456807,R0034,T148062,G034405,17,protein_coding
EANN00456803|R0034|DC|T148067|14,dcom,0,DC,EANN00456803,R0034,T148067,G034405,14,protein_coding
EANN00456805|R0034|DC|T148067|15,dcom,0,DC,EANN00456805,R0034,T148067,G034405,15,protein_coding
EANN00456806|R0034|DC|T148067|16,dcom,0,DC,EANN00456806,R0034,T148067,G034405,16,protein_coding
EANN00456808|R0034|DP|T148067|17,dpar,0,DP,EANN00456808,R0034,T148067,G034405,17,protein_coding
EANN00456803|R0034|DC|T148069|14,dcom,0,DC,EANN00456803,R0034,T148069,G034405,14,protein_coding
EANN00456805|R0034|DC|T148069|15,dcom,0,DC,EANN00456805,R0034,T148069,G034405,15,protein_coding
EANN00456806|R0034|DC|T148069|16,dcom,0,DC,EANN00456806,R0034,T148069,G034405,16,protein_coding
EANN00456807|R0034|DP|T148069|17,dpar,0,DP,EANN00456807,R0034,T148069,G034405,17,protein_coding
EANN00456803|R0034|DC|T148070|14,dcom,0,DC,EANN00456803,R0034,T148070,G034405,14,protein_coding
EANN00456805|R0034|DC|T148070|15,dcom,0,DC,EANN00456805,R0034,T148070,G034405,15,protein_coding
EANN00456806|R0034|DC|T148070|16,dcom,0,DC,EANN00456806,R0034,T148070,G034405,16,protein_coding
EANN00456808|R0034|DP|T148070|17,dpar,0,DP,EANN00456808,R0034,T148070,G034405,17,protein_coding
EANN00456803|R0034|DC|T148071|14,dcom,0,DC,EANN00456803,R0034,T148071,G034405,14,protein_coding
EANN00456805|R0034|DC|T148071|15,dcom,0,DC,EANN00456805,R0034,T148071,G034405,15,protein_coding
EANN00456806|R0034|DC|T148071|16,dcom,0,DC,EANN00456806,R0034,T148071,G034405,16,protein_coding
EANN00456807|R0034|DP|T148071|17,dpar,0,DP,EANN00456807,R0034,T148071,G034405,17,protein_coding
EANN00456803|R0034|DC|T148072|14,dcom,0,DC,EANN00456803,R0034,T148072,G034405,14,protein_coding
EANN00456805|R0034|DC|T148072|15,dcom,0,DC,EANN00456805,R0034,T148072,G034405,15,protein_coding
EANN00456806|R0034|DC|T148072|16,dcom,0,DC,EANN00456806,R0034,T148072,G034405,16,protein_coding
EANN00456808|R0034|DP|T148072|17,dpar,0,DP,EANN00456808,R0034,T148072,G034405,17,protein_coding
EANN00456803|R0034|DC|T148073|14,dcom,0,DC,EANN00456803,R0034,T148073,G034405,14,protein_coding
EANN00456808|R0034|DP|T148073|15,dpar,0,DP,EANN00456808,R0034,T148073,G034405,15,protein_coding
EANN00456803|R0034|DC|T148079|14,dcom,0,DC,EANN00456803,R0034,T148079,G034405,14,protein_coding
EANN00456805|R0034|DC|T148079|15,dcom,0,DC,EANN00456805,R0034,T148079,G034405,15,protein_coding
EANN00456806|R0034|DC|T148079|16,dcom,0,DC,EANN00456806,R0034,T148079,G034405,16,protein_coding
EANN00456808|R0034|DP|T148079|17,dpar,0,DP,EANN00456808,R0034,T148079,G034405,17,protein_coding
EANN00456803|R0034|DC|T148089|14,dcom,0,DC,EANN00456803,R0034,T148089,G034405,14,protein_coding
EANN00456805|R0034|DC|T148089|15,dcom,0,DC,EANN00456805,R0034,T148089,G034405,15,protein_coding
EANN00456806|R0034|DC|T148089|16,dcom,0,DC,EANN00456806,R0034,T148089,G034405,16,protein_coding
EANN00456808|R0034|DP|T148089|17,dpar,0,DP,EANN00456808,R0034,T148089,G034405,17,protein_coding
EANN00456803|R0034|DC|T148094|14,dcom,0,DC,EANN00456803,R0034,T148094,G034405,14,protein_coding
EANN00456805|R0034|DC|T148094|15,dcom,0,DC,EANN00456805,R0034,T148094,G034405,15,protein_coding
EANN00456806|R0034|DC|T148094|16,dcom,0,DC,EANN00456806,R0034,T148094,G034405,16,protein_coding
EANN00456808|R0034|DP|T148094|17,dpar,0,DP,EANN00456808,R0034,T148094,G034405,17,protein_coding
EANN00456805|R0034|DC|ENST00000352993.7|9,dcom,0,DC,EANN00456805,R0034,ENST00000352993.7,ENSG00000012048.23,9,protein_coding
EANN00456806|R0034|DC|ENST00000352993.7|8,dcom,0,DC,EANN00456806,R0034,ENST00000352993.7,ENSG00000012048.23,8,protein_coding
EANN00456808|R0034|DP|ENST00000352993.7|7,dpar,0,DP,EANN00456808,R0034,ENST00000352993.7,ENSG00000012048.23,7,protein_coding
EANN00456805|R0034|DC|ENST00000476777.5|9,dcom,0,DC,EANN00456805,R0034,ENST00000476777.5,ENSG00000012048.23,9,protein_coding
EANN00456806|R0034|DC|ENST00000476777.5|8,dcom,0,DC,EANN00456806,R0034,ENST00000476777.5,ENSG00000012048.23,8,protein_coding
EANN00456807|R0034|DP|ENST00000476777.5|7,dpar,0,DP,EANN00456807,R0034,ENST00000476777.5,ENSG00000012048.23,7,protein_coding
EANN00456809|R0034|DP|ENST00000461798.5|7,dpar,0,DP,EANN00456809,R0034,ENST00000461798.5,ENSG00000012048.23,7,protein_coding
EANN00457360|R0083|DI|T148265|1,dins,1,DI,EANN00457360,R0083,T148265,G034436,1,lncRNA
EANN00462134|R0446|DF|T149680|1,dcom,1,DF,EANN00462134,R0446,T149680,G034715,1,lncRNA
EANN00462134|R0792|DI|T149680|1,dins,1,DI,EANN00462134,R0792,T149680,G034715,1,lncRNA
EANN00462147|R0988|DI|T149680|3,dins,0,DI,EANN00462147,R0988,T149680,G034715,3,lncRNA
EANN00462134|R0446|DF|T149681|1,dcom,1,DF,EANN00462134,R0446,T149681,G034715,1,lncRNA
EANN00462134|R0792|DI|T149681|1,dins,1,DI,EANN00462134,R0792,T149681,G034715,1,lncRNA
EANN00462147|R0988|DI|T149681|3,dins,0,DI,EANN00462147,R0988,T149681,G034715,3,lncRNA
EANN00462135|R0446|DF|T149683|1,dcom,1,DF,EANN00462135,R0446,T149683,G034715,1,lncRNA
EANN00462135|R0792|DF|T149683|1,dpar,1,DF,EANN00462135,R0792,T149683,G034715,1,lncRNA
EANN00462135|R0446|DF|T149685|1,dcom,1,DF,EANN00462135,R0446,T149685,G034715,1,lncRNA
EANN00462135|R0792|DF|T149685|1,dpar,1,DF,EANN00462135,R0792,T149685,G034715,1,lncRNA
EANN00462135|R0446|DF|T149686|1,dcom,1,DF,EANN00462135,R0446,T149686,G034715,1,lncRNA
EANN00462135|R0792|DF|T149686|1,dpar,1,DF,EANN00462135,R0792,T149686,G034715,1,lncRNA
EANN00462136|R0446|DF|T149682|1,dcom,1,DF,EANN00462136,R0446,T149682,G034715,1,lncRNA
EANN00462136|R0792|DF|T149682|1,dpar,1,DF,EANN00462136,R0792,T149682,G034715,1,lncRNA
EANN00462147|R0988|DI|T149682|3,dins,0,DI,EANN00462147,R0988,T149682,G034715,3,lncRNA
EANN00462136|R0446|DF|T149684|1,dcom,1,DF,EANN00462136,R0446,T149684,G034715,1,tucp
EANN00462136|R0792|DF|T149684|1,dpar,1,DF,EANN00462136,R0792,T149684,G034715,1,tucp
EANN00462137|R0446|DF|T149687|1,dcom,1,DF,EANN00462137,R0446,T149687,G034715,1,lncRNA
EANN00462137|R0792|DF|T149687|1,dpar,1,DF,EANN00462137,R0792,T149687,G034715,1,lncRNA
EANN00462147|R0988|DI|T149687|3,dins,0,DI,EANN00462147,R0988,T149687,G034715,3,lncRNA
EANN00462138|R0446|DP|T149679|3,dpar,0,DP,EANN00462138,R0446,T149679,G034714,3,protein_coding
EANN00462139|R0446|DP|T149688|1,dpar,1,DP,EANN00462139,R0446,T149688,G034714,1,protein_coding
EANN00466982|R0451|DI|T151210|6,dins,0,DI,EANN00466982,R0451,T151210,G035101,6,mixed_read_through
EANN00466982|R0794|DI|T151210|6,dins,0,DI,EANN00466982,R0794,T151210,G035101,6,mixed_read_through
EANN00466982|R0452|DI|T151210|6,dins,0,DI,EANN00466982,R0452,T151210,G035101,6,mixed_read_through
EANN00466982|R0992|DI|T151210|6,dins,0,DI,EANN00466982,R0992,T151210,G035101,6,mixed_read_through
EANN00466991|R0451|DF|ENST00000577267.1|1,dpar,1,DF,EANN00466991,R0451,ENST00000577267.1,ENSG00000264112.1,1,lncRNA
EANN00466991|R0794|DF|ENST00000577267.1|1,dpar,1,DF,EANN00466991,R0794,ENST00000577267.1,ENSG00000264112.1,1,lncRNA
EANN00467000|R0451|DI|T151211|7,dins,0,DI,EANN00467000,R0451,T151211,G035101,7,mixed_read_through
EANN00467000|R0794|DI|T151211|7,dins,0,DI,EANN00467000,R0794,T151211,G035101,7,mixed_read_through
EANN00467000|R0452|DI|T151211|7,dins,0,DI,EANN00467000,R0452,T151211,G035101,7,mixed_read_through
EANN00467000|R0992|DI|T151211|7,dins,0,DI,EANN00467000,R0992,T151211,G035101,7,mixed_read_through
EANN00467000|R0451|DI|T151255|7,dins,0,DI,EANN00467000,R0451,T151255,G035101,7,mixed_read_through
EANN00467000|R0794|DI|T151255|7,dins,0,DI,EANN00467000,R0794,T151255,G035101,7,mixed_read_through
EANN00467000|R0452|DI|T151255|7,dins,0,DI,EANN00467000,R0452,T151255,G035101,7,mixed_read_through
EANN00467000|R0992|DI|T151255|7,dins,0,DI,EANN00467000,R0992,T151255,G035101,7,mixed_read_through
EANN00467000|R0451|DI|T151264|7,dins,0,DI,EANN00467000,R0451,T151264,G035101,7,mixed_read_through
EANN00467000|R0794|DI|T151264|7,dins,0,DI,EANN00467000,R0794,T151264,G035101,7,mixed_read_through
EANN00467000|R0452|DI|T151264|7,dins,0,DI,EANN00467000,R0452,T151264,G035101,7,mixed_read_through
EANN00467000|R0992|DI|T151264|7,dins,0,DI,EANN00467000,R0992,T151264,G035101,7,mixed_read_through
EANN00467001|R0451|DI|T151260|7,dins,0,DI,EANN00467001,R0451,T151260,G035101,7,mixed_read_through
EANN00467001|R0794|DI|T151260|7,dins,0,DI,EANN00467001,R0794,T151260,G035101,7,mixed_read_through
EANN00467001|R0452|DI|T151260|7,dins,0,DI,EANN00467001,R0452,T151260,G035101,7,mixed_read_through
EANN00467001|R0992|DI|T151260|7,dins,0,DI,EANN00467001,R0992,T151260,G035101,7,mixed_read_through
EANN00467001|R0451|DI|T151262|7,dins,0,DI,EANN00467001,R0451,T151262,G035101,7,mixed_read_through
EANN00467001|R0794|DI|T151262|7,dins,0,DI,EANN00467001,R0794,T151262,G035101,7,mixed_read_through
EANN00467001|R0452|DI|T151262|7,dins,0,DI,EANN00467001,R0452,T151262,G035101,7,mixed_read_through
EANN00467001|R0992|DI|T151262|7,dins,0,DI,EANN00467001,R0992,T151262,G035101,7,mixed_read_through
EANN00467002|R0451|DI|T151197|9,dins,0,DI,EANN00467002,R0451,T151197,G035101,9,mixed_read_through
EANN00467002|R0794|DI|T151197|9,dins,0,DI,EANN00467002,R0794,T151197,G035101,9,mixed_read_through
EANN00467002|R0452|DI|T151197|9,dins,0,DI,EANN00467002,R0452,T151197,G035101,9,mixed_read_through
EANN00467002|R0992|DI|T151197|9,dins,0,DI,EANN00467002,R0992,T151197,G035101,9,mixed_read_through
EANN00467003|R0451|DI|T151201|9,dins,0,DI,EANN00467003,R0451,T151201,G035101,9,mixed_read_through
EANN00467003|R0794|DI|T151201|9,dins,0,DI,EANN00467003,R0794,T151201,G035101,9,mixed_read_through
EANN00467003|R0452|DI|T151201|9,dins,0,DI,EANN00467003,R0452,T151201,G035101,9,mixed_read_through
EANN00467003|R0992|DI|T151201|9,dins,0,DI,EANN00467003,R0992,T151201,G035101,9,mixed_read_through
EANN00467004|R0451|DI|ENST00000585065.1|1,dins,1,DI,EANN00467004,R0451,ENST00000585065.1,ENSG00000264112.1,1,lncRNA
EANN00467004|R0794|DI|ENST00000585065.1|1,dins,1,DI,EANN00467004,R0794,ENST00000585065.1,ENSG00000264112.1,1,lncRNA
EANN00467004|R0452|DF|ENST00000585065.1|1,dpar,1,DF,EANN00467004,R0452,ENST00000585065.1,ENSG00000264112.1,1,lncRNA
EANN00467004|R0992|DI|ENST00000585065.1|1,dins,1,DI,EANN00467004,R0992,ENST00000585065.1,ENSG00000264112.1,1,lncRNA
EANN00467006|R0451|DP|T151253|8,dpar,0,DP,EANN00467006,R0451,T151253,G035101,8,mixed_read_through
EANN00467014|R0451|DC|T151253|9,dcom,0,DC,EANN00467014,R0451,T151253,G035101,9,mixed_read_through
EANN00467014|R0794|DC|T151253|9,dcom,0,DC,EANN00467014,R0794,T151253,G035101,9,mixed_read_through
EANN00467025|R0452|DP|T151253|10,dpar,0,DP,EANN00467025,R0452,T151253,G035101,10,mixed_read_through
EANN00467007|R0451|DP|T151192|9,dpar,0,DP,EANN00467007,R0451,T151192,G035101,9,mixed_read_through
EANN00467007|R0451|DP|T151193|8,dpar,0,DP,EANN00467007,R0451,T151193,G035101,8,mixed_read_through
EANN00467007|R0451|DP|T151195|8,dpar,0,DP,EANN00467007,R0451,T151195,G035101,8,mixed_read_through
EANN00467012|R0451|DP|T151195|9,dpar,0,DP,EANN00467012,R0451,T151195,G035101,9,mixed_read_through
EANN00467012|R0794|DP|T151195|9,dpar,0,DP,EANN00467012,R0794,T151195,G035101,9,mixed_read_through
